;exec_time;dim;sparse;type;n_loops;sleep;cpu_info;curr_time;env;triangle
0;0.008589029312133789;1000;False;True;10;0.0;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219200422;script;False
0;0.013641715049743652;1000;False;True;10;0.25;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219200425;script;False
0;0.015790820121765137;1000;False;True;10;0.5;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219200430;script;False
0;0.007931709289550781;1000;False;True;505;0.0;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219200434;script;False
0;0.013866901397705078;1000;False;True;505;0.25;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219200648;script;False
0;0.014680862426757812;1000;False;True;505;0.5;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219201109;script;False
0;0.007943511009216309;1000;False;True;1000;0.0;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219201117;script;False
0;0.013823986053466797;1000;False;True;1000;0.25;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219201542;script;False
0;0.014197945594787598;1000;False;True;1000;0.5;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219202418;script;False
0;0.00804758071899414;1000;False;False;10;0.0;{'Architecture': ('64bit', 'ELF'), 'Machine': 'x86_64', 'Processor': 'x86_64', 'System': 'Linux', 'CPU Cores': 24, 'Logical CPUs': 48, 'CPU Frequency': scpufreq(current=2600.0, min=0.0, max=0.0), 'uname': uname_result(system='Linux', node='emu.utia.cas.cz', release='3.10.0-1160.6.1.el7.x86_64', version='#1 SMP Tue Nov 17 13:59:11 UTC 2020', machine='x86_64')};20240219202418;script;False
