Unnamed: 0;exec_time;dim;sparse;type;n_loops;sleep;cpu_info;curr_time;env;triangle;CPU;num_of_cores
21;0.0210044384002685;100;False;False;9;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020447;script;True;Ryzen_7_4750U;8
23;0.0229976177215576;100;False;False;9;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020452;script;True;Ryzen_7_4750U;8
48;1.1292378902435305;5000;False;True;3;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020633;script;False;Ryzen_7_4750U;8
50;1.2922866344451904;5000;False;True;3;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020645;script;False;Ryzen_7_4750U;8
51;1.679375410079956;5000;False;True;9;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020702;script;False;Ryzen_7_4750U;8
53;1.8584511280059812;5000;False;True;9;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020738;script;False;Ryzen_7_4750U;8
54;1.8203999996185305;5000;False;False;3;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020744;script;False;Ryzen_7_4750U;8
56;1.797008752822876;5000;False;False;3;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020756;script;False;Ryzen_7_4750U;8
57;1.916425466537476;5000;False;False;9;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020813;script;False;Ryzen_7_4750U;8
59;1.9070141315460205;5000;False;False;9;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020851;script;False;Ryzen_7_4750U;8
60;1.6883783340454102;5000;False;True;3;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020857;script;True;Ryzen_7_4750U;8
62;1.5333445072174072;5000;False;True;3;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020908;script;True;Ryzen_7_4750U;8
63;1.6758975982666016;5000;False;True;9;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020924;script;True;Ryzen_7_4750U;8
65;1.7013731002807615;5000;False;True;9;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114020958;script;True;Ryzen_7_4750U;8
66;1.8474042415618896;5000;False;False;3;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114021004;script;True;Ryzen_7_4750U;8
68;1.5833463668823242;5000;False;False;3;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114021016;script;True;Ryzen_7_4750U;8
69;1.6733736991882324;5000;False;False;9;0.0;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114021031;script;True;Ryzen_7_4750U;8
71;1.851412296295166;5000;False;False;9;0.3;{'Architecture': ('64bit', 'WindowsPE'), 'Machine': 'AMD64', 'Processor': 'AMD64 Family 23 Model 96 Stepping 1, AuthenticAMD', 'System': 'Windows', 'CPU Cores': 8, 'Logical CPUs': 16, 'CPU Frequency': scpufreq(current=1700.0, min=0.0, max=1700.0), 'uname': uname_result(system='Windows', node='NightFury', release='10', version='10.0.19045', machine='AMD64')};20240114021107;script;True;Ryzen_7_4750U;8
